Order ID,Amount,Profit,Quantity,Category,Sub-Category,PaymentMode,State
B-25664,785,52,2,Electronics,Phones,Debit Card,Vermont
B-25645,183,-66,5,Electronics,Phones,UPI,Hawaii
B-26008,22,4,1,Clothing,Stole,COD,Louisiana
B-26061,642,180,5,Clothing,Saree,COD,Michigan
B-25781,767,-353,5,Clothing,Trousers,COD,Nevada
B-25999,770,323,3,Electronics,Accessories,COD,Texas
B-25783,21,-17,3,Clothing,Shirt,COD,North Carolina
B-25800,21,-6,3,Clothing,Leggings,COD,Oregon
B-26093,492,187,2,Electronics,Accessories,UPI,Rhode Island
B-25638,816,-96,3,Electronics,Printers,Debit Card,Idaho
B-26026,25,2,3,Clothing,Kurti,Credit Card,Delaware
B-25902,802,120,7,Electronics,Accessories,COD,Alaska
B-25968,811,154,7,Electronics,Accessories,UPI,California
B-26099,835,267,5,Electronics,Phones,Debit Card,Maine
B-25699,21,-5,1,Electronics,Accessories,COD,Oklahoma
B-26076,450,-190,4,Furniture,Bookcases,COD,Michigan
B-25793,24,-1,4,Clothing,Skirt,Credit Card,Nebraska
B-25671,832,0,3,Clothing,Trousers,UPI,Oklahoma
B-26040,833,93,3,Clothing,Trousers,UPI,Tennessee
B-26059,20,6,1,Clothing,T-shirt,COD,Wyoming
B-25725,23,-5,7,Clothing,Hankerchief,Credit Card,Oregon
B-25855,550,-242,5,Furniture,Furnishings,UPI,Hawaii
B-25738,148,-91,2,Electronics,Phones,COD,Rhode Island
B-25899,846,9,2,Furniture,Chairs,Debit Card,Arkansas
B-25608,856,385,6,Electronics,Printers,COD,Idaho
B-25904,871,131,2,Furniture,Bookcases,UPI,Illinois
B-26056,19,-18,4,Clothing,Kurti,COD,Maine
B-25669,610,-66,2,Furniture,Tables,COD,Connecticut
B-25638,880,97,8,Furniture,Furnishings,Debit Card,Georgia
B-25953,22,-8,4,Clothing,Hankerchief,Credit Card,Indiana
B-25841,22,11,2,Clothing,Skirt,Credit Card,Vermont
B-26071,21,4,3,Clothing,Hankerchief,Credit Card,Vermont
B-25793,18,1,3,Clothing,Hankerchief,COD,Nebraska
B-25813,911,202,7,Furniture,Chairs,COD,Oregon
B-26010,18,2,3,Clothing,Hankerchief,COD,Illinois
B-25825,911,355,5,Electronics,Phones,Debit Card,Oklahoma
B-25630,143,-129,2,Electronics,Phones,COD,Indiana
B-25986,918,22,9,Electronics,Electronic Games,COD,Maine
B-25650,925,-447,5,Electronics,Electronic Games,COD,Georgia
B-26078,17,8,2,Clothing,Skirt,COD,Nevada
B-25890,465,207,9,Clothing,Saree,COD,Colorado
B-25691,17,-9,3,Clothing,Stole,COD,Idaho
B-25952,935,114,4,Electronics,Electronic Games,UPI,New Mexico
B-25651,16,-10,2,Clothing,T-shirt,COD,Arkansas
B-25955,954,95,3,Electronics,Printers,UPI,Louisiana
B-25898,915,-99,3,Furniture,Tables,Debit Card,Connecticut
B-25838,955,305,3,Electronics,Printers,Debit Card,Delaware
B-25797,976,293,4,Electronics,Accessories,COD,Colorado
B-25738,1069,0,6,Clothing,Saree,EMI,Florida
B-25661,19,-15,3,Clothing,Hankerchief,Credit Card,California
B-25997,16,6,3,Clothing,Hankerchief,COD,Connecticut
B-25667,1030,206,8,Electronics,Printers,UPI,New York
B-25753,620,82,6,Electronics,Accessories,COD,Alabama
B-25848,16,8,2,Clothing,Hankerchief,COD,Louisiana
B-26097,19,8,2,Clothing,Hankerchief,Credit Card,Montana
B-25633,249,-130,4,Electronics,Phones,UPI,Colorado
B-25807,16,6,1,Clothing,Stole,COD,Rhode Island
B-25752,1361,197,9,Furniture,Bookcases,COD,Indiana
B-26052,15,1,1,Clothing,Shirt,COD,California
B-25610,1076,-38,4,Electronics,Printers,COD,Montana
B-25888,18,2,3,Clothing,Hankerchief,Credit Card,Tennessee
B-25937,1101,352,3,Furniture,Bookcases,UPI,Washington
B-25828,15,2,1,Clothing,Leggings,COD,Georgia
B-26048,1104,209,4,Clothing,Trousers,UPI,Connecticut
B-25670,14,2,1,Clothing,Hankerchief,COD,Florida
B-25757,14,5,1,Clothing,Hankerchief,COD,South Carolina
B-25751,14,-3,2,Clothing,Leggings,COD,New Jersey
B-25687,14,-1,4,Clothing,Kurti,COD,Vermont
B-25710,13,-8,1,Clothing,T-shirt,COD,Hawaii
B-25656,13,-1,3,Clothing,Hankerchief,COD,New York
B-25601,1275,1148,7,Furniture,Bookcases,EMI,Maryland
B-26053,17,1,2,Clothing,Skirt,Credit Card,Florida
B-26001,13,0,2,Clothing,Hankerchief,COD,Nebraska
B-25964,1270,546,11,Electronics,Electronic Games,EMI,Vermont
B-26062,13,-2,1,Clothing,Stole,COD,Pennsylvania
B-25982,13,3,1,Clothing,Leggings,COD,Tennessee
B-25864,17,5,1,Clothing,Hankerchief,UPI,South Carolina
B-25693,13,-13,2,Clothing,Skirt,COD,Oklahoma
B-25802,13,-9,2,Clothing,Skirt,COD,Florida
B-25676,1263,-56,5,Clothing,Trousers,EMI,New York
B-25639,1629,-153,3,Electronics,Phones,COD,New Mexico
B-25757,17,7,3,Clothing,Hankerchief,UPI,Florida
B-26003,17,2,2,Clothing,Skirt,UPI,Iowa
B-26055,1250,-12,2,Electronics,Printers,EMI,Minnesota
B-25786,17,-11,3,Clothing,Skirt,UPI,Ohio
B-25919,977,-244,7,Electronics,Phones,COD,Arizona
B-25894,1246,62,3,Furniture,Bookcases,EMI,North Carolina
B-25979,12,1,2,Clothing,Hankerchief,COD,Wyoming
B-25651,11,-4,2,Clothing,Skirt,COD,North Dakota
B-25653,1327,318,8,Furniture,Chairs,EMI,Idaho
B-25855,1319,567,5,Electronics,Printers,COD,New Hampshire
B-25793,1402,109,11,Clothing,Saree,EMI,Missouri
B-26073,1514,742,4,Electronics,Printers,EMI,New Jersey
B-25881,1351,111,6,Electronics,Electronic Games,COD,Virginia
B-25603,1355,-60,5,Clothing,Trousers,COD,Connecticut
B-25851,10,2,2,Clothing,Hankerchief,COD,Maine
B-25883,10,-2,2,Clothing,Leggings,COD,Massachusetts
B-25768,1582,-443,6,Clothing,Trousers,EMI,New Mexico
B-25953,1218,352,9,Furniture,Bookcases,EMI,North Dakota
B-25755,321,315,5,Clothing,Saree,UPI,Delaware
B-26057,736,346,5,Electronics,Printers,COD,Oregon
B-26055,1218,-420,8,Furniture,Bookcases,COD,Arizona
B-25855,1027,441,8,Clothing,Saree,COD,Michigan
B-25989,10,5,1,Clothing,Stole,COD,Utah
B-26099,2366,552,5,Clothing,Trousers,UPI,Utah
B-25652,9,-6,2,Clothing,Hankerchief,COD,Louisiana
B-25723,16,-12,2,Clothing,Stole,UPI,New Hampshire
B-26099,9,3,1,Clothing,Skirt,COD,Nebraska
B-25629,1560,421,3,Clothing,Trousers,COD,Wyoming
B-25877,1137,568,2,Clothing,Trousers,EMI,Pennsylvania
B-25767,9,-9,2,Clothing,Kurti,COD,Nevada
B-25735,15,-7,1,Clothing,Hankerchief,UPI,Minnesota
B-26097,14,5,1,Clothing,Hankerchief,UPI,California
B-26070,14,7,2,Clothing,Hankerchief,UPI,Mississippi
B-25752,8,-2,2,Clothing,Hankerchief,COD,West Virginia
B-25656,1389,680,7,Clothing,Saree,COD,Oklahoma
B-25748,8,-1,2,Clothing,Leggings,COD,Utah
B-25758,8,-2,1,Clothing,Stole,COD,Pennsylvania
B-25950,13,4,1,Clothing,Leggings,UPI,Georgia
B-25707,8,-6,1,Clothing,Stole,COD,Rhode Island
B-25909,12,2,2,Clothing,Skirt,Credit Card,New York
B-25955,1716,309,7,Electronics,Accessories,COD,Delaware
B-26023,1117,447,10,Furniture,Bookcases,EMI,Arkansas
B-25655,9,-6,2,Clothing,Skirt,Credit Card,Nebraska
B-25686,332,503,3,Electronics,Printers,COD,Ohio
B-25655,7,-4,3,Clothing,Hankerchief,COD,Alabama
B-25601,8,-2,3,Clothing,Hankerchief,Credit Card,Minnesota
B-25862,2061,701,5,Furniture,Bookcases,UPI,Virginia
B-25626,1103,276,3,Furniture,Chairs,EMI,Utah
B-25823,2103,322,8,Electronics,Electronic Games,UPI,Connecticut
B-25881,2115,23,5,Furniture,Chairs,COD,Arkansas
B-25910,850,-289,5,Electronics,Electronic Games,COD,Missouri
B-25830,1063,64,7,Electronics,Phones,EMI,Illinois
B-25978,1063,-175,4,Electronics,Electronic Games,EMI,Mississippi
B-25997,2292,127,7,Furniture,Bookcases,COD,Tennessee
B-25661,7,-1,2,Clothing,Hankerchief,Credit Card,Louisiana
B-25969,2452,191,7,Furniture,Bookcases,UPI,Missouri
B-25858,2457,665,11,Electronics,Electronic Games,EMI,Indiana
B-25697,4,-3,1,Clothing,Skirt,Credit Card,Kentucky
B-25798,2830,-1981,13,Furniture,Bookcases,EMI,Nebraska
B-25873,7,1,1,Clothing,Hankerchief,COD,South Carolina
B-25740,7,0,2,Clothing,Skirt,COD,Louisiana
B-25700,7,-3,2,Clothing,Hankerchief,COD,Montana
B-25757,3151,-35,7,Clothing,Trousers,EMI,Pennsylvania
B-25973,4141,1698,13,Electronics,Printers,COD,Vermont
B-25698,7,-2,1,Clothing,Hankerchief,COD,Rhode Island
B-25993,4363,305,5,Furniture,Tables,EMI,New Hampshire
